tier	owner	function	file
E_INFILE	ScannerLearning	resetTelemetry	engine/SolanaMarketScanner.kt
F_DEAD	AIStartupCoordinator	isInitialized	v3/core/AIStartupCoordinator.kt
F_DEAD	AITrustNetworkAI	trustWeight	v3/scoring/AITrustNetworkAI.kt
F_DEAD	AITrustNetworkAI	weightedValue	v3/scoring/AITrustNetworkAI.kt
F_DEAD	AdaptiveFloorBrain6397	activeAdvisories	engine/truth/AdaptiveFloorBrain6397.kt
F_DEAD	AdaptiveFloorBrain6397	laneStat	engine/truth/AdaptiveFloorBrain6397.kt
F_DEAD	AdaptiveFloorBrain6397	scannerHeat	engine/truth/AdaptiveFloorBrain6397.kt
F_DEAD	AdaptiveLaneReproof6684	proofPasses	engine/AdaptiveLaneReproof6684.kt
F_DEAD	AdaptiveVetoConsensusAuthority6728	resetForTest6728	engine/truth/AdaptiveVetoConsensusAuthority6728.kt
F_DEAD	AdvancedExitManager	calculateTimePressure	v3/scoring/AdvancedExitManager.kt
F_DEAD	AdvancedExitManager	shouldCutLoss	v3/scoring/AdvancedExitManager.kt
F_DEAD	AntiChokeManager	currentLevel	engine/AntiChokeManager.kt
F_DEAD	AntiRewardHackingGuard6439	currentHigh	engine/truth/AntiRewardHackingGuard6439.kt
F_DEAD	ArbCoordinator	evaluateWithPreference	v3/arb/ArbCoordinator.kt
F_DEAD	ArbCoordinator	hasOpportunity	v3/arb/ArbCoordinator.kt
F_DEAD	ArbLearning	getTypeStats	v3/arb/ArbLearning.kt
F_DEAD	AssetClass	dispatch	engine/CanonicalLearning.kt
F_DEAD	AssetClass	isRealLearningSize	engine/CanonicalLearning.kt
F_DEAD	AssetClass	neutralVote	engine/CanonicalLearning.kt
F_DEAD	AssetClass	normalizeAssetClass	engine/CanonicalLearning.kt
F_DEAD	AssetClass	normalizeOutcomeBeforeLearning	engine/CanonicalLearning.kt
F_DEAD	AssetClass	readinessOf	engine/CanonicalLearning.kt
F_DEAD	AssetClass	recordEducation	engine/CanonicalLearning.kt
F_DEAD	AsyncStrategyLab	requestBackgroundProviderHypothesis	engine/AsyncStrategyLab.kt
F_DEAD	AuthorityInvariants6399	assertNotDenylistedInLivePath	engine/truth/AuthorityInvariants6399.kt
F_DEAD	AuthorityInvariants6399	assertNotShadowInLivePath	engine/truth/AuthorityInvariants6399.kt
F_DEAD	AutoCompoundEngine	dailyRebalance	engine/AutoCompoundEngine.kt
F_DEAD	AutoCompoundEngine	withdrawFromPool	engine/AutoCompoundEngine.kt
F_DEAD	AutoEndpointMigrator	clearMigration	engine/AutoEndpointMigrator.kt
F_DEAD	AutoEndpointMigrator	forceMigrate	engine/AutoEndpointMigrator.kt
F_DEAD	AutoModeEngine	clearCopy	engine/AutoModeEngine.kt
F_DEAD	AutoPipelineAdvisor6462	neutral6898	engine/truth/AutoPipelineAdvisor6462.kt
F_DEAD	AutoPipelineAdvisor6462	voteFor	engine/truth/AutoPipelineAdvisor6462.kt
F_DEAD	BackgroundTradingAuthority6469	currentJobId	engine/truth/BackgroundTradingAuthority6469.kt
F_DEAD	BackgroundTradingAuthority6469	jobReplacements	engine/truth/BackgroundTradingAuthority6469.kt
F_DEAD	BackgroundTradingAuthority6469	screenOffTicks	engine/truth/BackgroundTradingAuthority6469.kt
F_DEAD	BackgroundTradingAuthority6469	uiAbsentTicks	engine/truth/BackgroundTradingAuthority6469.kt
F_DEAD	BacktestEngine	assetClassBreakdown	backtest/BacktestEngine.kt
F_DEAD	BacktestEngine	compareStrategies	backtest/BacktestEngine.kt
F_DEAD	BacktestEngine	runAndLog	backtest/BacktestEngine.kt
F_DEAD	BalanceProofWaitState	getWaiting	engine/sell/BalanceProofWaitState.kt
F_DEAD	BalanceProofWaitState	totalMergeCount	engine/sell/BalanceProofWaitState.kt
F_DEAD	BannedTokens	getBanTimestamp	engine/BannedTokens.kt
F_DEAD	BannedTokens	getBannedList	engine/BannedTokens.kt
F_DEAD	BannedTokens	getDetailedBannedList	engine/BannedTokens.kt
F_DEAD	BannedTokens	getReason	engine/BannedTokens.kt
F_DEAD	BannedTokens	reload	engine/BannedTokens.kt
F_DEAD	BehaviorAI	getAggressionName	v3/scoring/BehaviorAI.kt
F_DEAD	BehaviorLearning	getBroadSignature	engine/BehaviorLearning.kt
F_DEAD	BehaviorLearning	getFineSignature	engine/BehaviorLearning.kt
F_DEAD	BehaviorLearning	getRichSignature	engine/BehaviorLearning.kt
F_DEAD	BehaviorLearning	getSignature	engine/BehaviorLearning.kt
F_DEAD	BehaviorLearning	getWinLossCount	engine/BehaviorLearning.kt
F_DEAD	BirdeyeApi	getAllTimeStats	network/BirdeyeApi.kt
F_DEAD	BirdeyeApi	getTokenPrice	network/BirdeyeApi.kt
F_DEAD	BirdeyeApi	getTokenSecurity	network/BirdeyeApi.kt
F_DEAD	BirdeyeApi	getTraderGainersLosers	network/BirdeyeApi.kt
F_DEAD	BirdeyeBudgetGate	isLockedDown	engine/BirdeyeBudgetGate.kt
F_DEAD	BirdeyeBudgetGate	setDailyCap	engine/BirdeyeBudgetGate.kt
F_DEAD	BirdeyeCreationInfoProvider	isFreshDeploy	engine/BirdeyeCreationInfoProvider.kt
F_DEAD	BirdeyeCreationInfoProvider	isYoungToken	engine/BirdeyeCreationInfoProvider.kt
F_DEAD	BirdeyeWhaleFeeder	isKnownWhale	engine/BirdeyeWhaleFeeder.kt
F_DEAD	BleederLaneProbation6747	isOnProbation	engine/truth/BleederLaneProbation6747.kt
F_DEAD	BleederMemoryRouter	shouldPivot	engine/BleederMemoryRouter.kt
F_DEAD	BootstrapAdaptiveEngine	getMultiplier	v3/scoring/BootstrapAdaptiveEngine.kt
F_DEAD	BotBrain	decayBucket	engine/BotBrain.kt
F_DEAD	BotBrain	isRecentRegimeFavorable	engine/BotBrain.kt
F_DEAD	BotBrain	loadMemoryFromPrefs	engine/BotBrain.kt
F_DEAD	BotBrain	recordToMemory	engine/BotBrain.kt
F_DEAD	BotBrain	regimeSizeMultiplier	engine/BotBrain.kt
F_DEAD	BotBrain	saveMemoryToPrefs	engine/BotBrain.kt
F_DEAD	BotBrain	updateRegime	engine/BotBrain.kt
F_DEAD	BotLoopStageTiming6402	emitCycleDone	engine/truth/BotLoopStageTiming6402.kt
F_DEAD	BotLoopStageTiming6402	emitDone	engine/truth/BotLoopStageTiming6402.kt
F_DEAD	BotLoopStageTiming6402	emitStart	engine/truth/BotLoopStageTiming6402.kt
F_DEAD	BotLoopStageTiming6402	newCycleId	engine/truth/BotLoopStageTiming6402.kt
F_DEAD	BrainMultiplierFloor6363	bypassCount	engine/BrainMultiplierFloor6363.kt
F_DEAD	BrainMultiplierFloor6363	liftCount	engine/BrainMultiplierFloor6363.kt
F_DEAD	BrainNetworkView	botTradingHot	ui/BrainNetworkView.kt
F_DEAD	BrainNetworkView	engineColor	ui/BrainNetworkView.kt
F_DEAD	BrainNetworkView	getActiveLayerCount	ui/BrainNetworkView.kt
F_DEAD	BrainNetworkView	getDormantLayerCount	ui/BrainNetworkView.kt
F_DEAD	BundleDetector	getCacheStats	engine/BundleDetector.kt
F_DEAD	BuyResult6621	byAttempt6621	engine/truth/BuyResult6621.kt
F_DEAD	BuyResult6621	entryLane6621	engine/truth/BuyResult6621.kt
F_DEAD	BuyResult6621	record6621	engine/truth/BuyResult6621.kt
F_DEAD	CanaryReleaseGate6386	canAcceptBuy	engine/truth/CanaryReleaseGate6386.kt
F_DEAD	CanaryReleaseGate6386	onCanaryBuyAccepted	engine/truth/CanaryReleaseGate6386.kt
F_DEAD	CanaryReleaseGate6386	onCleanRoundTrip	engine/truth/CanaryReleaseGate6386.kt
F_DEAD	CanaryReleaseGate6386	promoteToCanary	engine/truth/CanaryReleaseGate6386.kt
F_DEAD	CanaryReleaseGate6386	resetAllForTest	engine/truth/CanaryReleaseGate6386.kt
F_DEAD	CandidateAccumulator6430	topProviderConfluence	engine/truth/CandidateAccumulator6430.kt
F_DEAD	CanonicalAssetEntryCandidate6551	markDeferred	engine/truth/CanonicalAssetEntryContract6551.kt
F_DEAD	CanonicalCapitalAuthority6450	installMarkProvider	engine/truth/CanonicalCapitalAuthority6450.kt
F_DEAD	CanonicalCloseAuthority	acceptDustRemaining	engine/sell/CanonicalCloseAuthority.kt
F_DEAD	CanonicalCloseFinality6389	allocate	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	auditCount	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	buySolSpentUi	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	currentRunId	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	currentStartMs	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	eligibleForFreshMetrics	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	emitInvariantFail	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	expectedPnlLamports	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	isAmbiguous	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	isForbiddenSource	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	isLegalSource	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	learningExcludedCount	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	leaseInvariant	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	realisedPnlSolUi	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	recordMainThreadStall	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	recordRepair	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	recordSkewQuarantine	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	registerOrUpdate	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	releaseSkewQuarantine	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	setForTest	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	shouldInvalidate	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	stallCountAbove700ms	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	tryRelease	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	uiAmount	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalCloseFinality6389	winsLosses	engine/truth/CanonicalSettlement6389.kt
F_DEAD	CanonicalEconomicEvent6635	allCommitted	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	anyCommitted	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	clearPositionIndex	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	eventById	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	eventsForCanonicalMint	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	mintEventId	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEconomicEvent6635	openEventForPosition	engine/truth/CanonicalEconomicEvent6635.kt
F_DEAD	CanonicalEntryAuthority6540	assetClassStats6567	engine/truth/CanonicalEntryAuthority6540.kt
F_DEAD	CanonicalEntryAuthority6540	markAdapterDispatch	engine/truth/CanonicalEntryAuthority6540.kt
F_DEAD	CanonicalEntryAuthority6540	markOpenConfirmed	engine/truth/CanonicalEntryAuthority6540.kt
F_DEAD	CanonicalEntryPipeline6398	buildFloorEnvelope	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	findTicketFor	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	issueAndRegister	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	mintTicket	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	perfDeltaCap	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	revokeTicketFor	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalEntryPipeline6398	validateTicket	engine/truth/CanonicalEntryPipeline6398.kt
F_DEAD	CanonicalExecutionReceipt6394	currentExecutionId	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	idempotencyKey	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	isConsumed	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	isTagged	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	leaseExpired	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	onWhaleBuy	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	retryDelayMs	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	totalAccrued	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalExecutionReceipt6394	tryTransition	engine/truth/CanonicalExecutionTruth6394.kt
F_DEAD	CanonicalFill6393	addProof	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	buyFailed	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	canonicalLearningEligible	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	commitCanonicalClose	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	computeUpdate	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	countHeld	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	countZero	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	defaultLadder	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	eligibleForGovernorInfluence	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	eligibleForZeroClose	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	isValidTransition	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	isWalletBalanceAuthority	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	neverMartingaleSize	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	preauthAllow	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	proofOf	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	recordProof	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	runnerFraction	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFill6393	shouldRotate	engine/truth/ForensicFinalityAndTuner6393.kt
F_DEAD	CanonicalFinalizedTradeBus6464	isExcluded	engine/truth/CanonicalFinalizedTradeBus6464.kt
F_DEAD	CanonicalFinalizedTradeBus6464	parity	engine/truth/CanonicalFinalizedTradeBus6464.kt
F_DEAD	CanonicalIdentityModel6464	getIdentity	engine/truth/CanonicalIdentityModel6464.kt
F_DEAD	CanonicalInstanceIdentity6472	bumpEpoch	engine/truth/CanonicalInstanceIdentity6472.kt
F_DEAD	CanonicalInstanceIdentity6472	instanceId	engine/truth/CanonicalInstanceIdentity6472.kt
F_DEAD	CanonicalIntegrityGuards6449	clampToRemaining	engine/truth/CanonicalIntegrityGuards6449.kt
F_DEAD	CanonicalIntegrityGuards6449	clampToRemainingStrict	engine/truth/CanonicalIntegrityGuards6449.kt
F_DEAD	CanonicalLaneIdentity6506	aliasesForTest	engine/truth/CanonicalLaneIdentity6506.kt
F_DEAD	CanonicalLaneIdentity6506	sameLane	engine/truth/CanonicalLaneIdentity6506.kt
F_DEAD	CanonicalLedger6387	canonicalClosedIdsCurrentEpoch	engine/truth/CanonicalLedger6387.kt
F_DEAD	CanonicalLedger6387	commitBuy	engine/truth/CanonicalLedger6387.kt
F_DEAD	CanonicalLedger6387	findActive	engine/truth/CanonicalLedger6387.kt
F_DEAD	CanonicalLedger6387	rollEpoch	engine/truth/CanonicalLedger6387.kt
F_DEAD	CanonicalLedger6387	setClassification	engine/truth/CanonicalLedger6387.kt
F_DEAD	CanonicalLedgerParityHold6387	cleanCycleCount	engine/truth/SafetyHolds6387.kt
F_DEAD	CanonicalMintOccupancyRegistry6464	markInFlightEntry	engine/truth/CanonicalMintOccupancyRegistry6464.kt
F_DEAD	CanonicalMintOccupancyRegistry6464	markPendingEntry	engine/truth/CanonicalMintOccupancyRegistry6464.kt
F_DEAD	CanonicalOutcomeClassifier6576	counts	engine/truth/CanonicalOutcomeClassifier6576.kt
F_DEAD	CanonicalOutcomeClassifier6576	divergenceCount	engine/truth/CanonicalOutcomeClassifier6576.kt
F_DEAD	CanonicalPaperPartialOperation6510	resetForTest6613	engine/truth/CanonicalPaperPartialOperation6510.kt
F_DEAD	CanonicalPaperPartialOperation6510	tierState6613	engine/truth/CanonicalPaperPartialOperation6510.kt
F_DEAD	CanonicalPaperTerminalBridge6469	emitCanonicalFanout	engine/truth/CanonicalPaperTerminalBridge6469.kt
F_DEAD	CanonicalPaperTransaction6486	permitsLegacyQuantityRepair6736	engine/truth/CanonicalPaperTransaction6486.kt
F_DEAD	CanonicalPaperTransaction6486	reconcileForensicBoundary6666	engine/truth/CanonicalPaperTransaction6486.kt
F_DEAD	CanonicalPerformanceFilter6395	reasons	engine/truth/CanonicalPerformanceFilter6395.kt
F_DEAD	CanonicalPositionAuthority6441	canAffordPaperBuy	engine/truth/CanonicalPositionAuthority6441.kt
F_DEAD	CanonicalPositionAuthority6441	classifyLifecycles	engine/truth/CanonicalPositionAuthority6441.kt
F_DEAD	CanonicalPositionAuthority6441	observeLiveCash	engine/truth/CanonicalPositionAuthority6441.kt
F_DEAD	CanonicalPositionAuthority6441	openCountForValuation	engine/truth/CanonicalPositionAuthority6441.kt
F_DEAD	CanonicalPositionAuthority6441	openPositionsForValuation	engine/truth/CanonicalPositionAuthority6441.kt
F_DEAD	CanonicalPositionId6387	uniqueKey	engine/truth/CanonicalPosition6387.kt
F_DEAD	CanonicalProfitMultiple6387	checkContradiction	engine/truth/CanonicalProfitMultiple6387.kt
F_DEAD	CanonicalProfitMultiple6387	emitContradiction	engine/truth/CanonicalProfitMultiple6387.kt
F_DEAD	CanonicalProfitMultiple6387	emitRejection	engine/truth/CanonicalProfitMultiple6387.kt
F_DEAD	CanonicalProfitMultiple6387	requiredMinPct	engine/truth/CanonicalProfitMultiple6387.kt
F_DEAD	CanonicalPublishHelper	ageBucketFromMs	engine/CanonicalPublishHelper.kt
F_DEAD	CanonicalPublishHelper	liqBucketFromUsd	engine/CanonicalPublishHelper.kt
F_DEAD	CanonicalPublishHelper	mcapBucketFromUsd	engine/CanonicalPublishHelper.kt
F_DEAD	CanonicalRoundTripReconciler6738	observeAccountingDivergence	engine/truth/CanonicalRoundTripReconciler6738.kt
F_DEAD	CanonicalRoundTripReconciler6738	resetForTest6738	engine/truth/CanonicalRoundTripReconciler6738.kt
F_DEAD	CanonicalRoundTripReconciler6738	tripOf	engine/truth/CanonicalRoundTripReconciler6738.kt
F_DEAD	CanonicalTokenAmount	priceSol	engine/truth/CanonicalTokenAmount6522.kt
F_DEAD	CanonicalTokenAmount	rawRoundTrip	engine/truth/CanonicalTokenAmount6522.kt
F_DEAD	CanonicalTokenAmount	valueSol	engine/truth/CanonicalTokenAmount6522.kt
F_DEAD	CanonicalTokenMetricsSnapshot6725	isDyingToken	engine/truth/CanonicalTokenMetricsSnapshot6725.kt
F_DEAD	CanonicalTokenMetricsSnapshot6725	isHealthyRunner	engine/truth/CanonicalTokenMetricsSnapshot6725.kt
F_DEAD	CanonicalTradeFinalizedBus6450	economicInvalidReasonForTest6495	engine/truth/CanonicalTradeFinalizedBus6450.kt
F_DEAD	CanonicalTradeStream6501	isEligible	engine/truth/CanonicalTradeStream6501.kt
F_DEAD	CapitalConservationTracer6469	violationCount	engine/truth/CapitalConservationTracer6469.kt
F_DEAD	CapitalPreservationCreed6439	finalizedVerdict6486	engine/truth/CapitalPreservationCreed6439.kt
F_DEAD	CapitalPreservationCreed6439	isAlignedWithDailyTarget	engine/truth/CapitalPreservationCreed6439.kt
F_DEAD	CashGenerationAI	getCurrentTreasuryBalance	v3/scoring/CashGenerationAI.kt
F_DEAD	CatastrophicExitLatency	activeTraceCount	engine/CatastrophicExitLatency.kt
F_DEAD	CatastrophicExitLatency	emittedTraceCount	engine/CatastrophicExitLatency.kt
F_DEAD	CatastrophicExitLatency	onBroadcast	engine/CatastrophicExitLatency.kt
F_DEAD	CatastrophicExitLatency	onConfirmation	engine/CatastrophicExitLatency.kt
F_DEAD	CatastrophicExitLatency	onFinalisation	engine/CatastrophicExitLatency.kt
F_DEAD	CatastrophicExitLatency	onRouteReady	engine/CatastrophicExitLatency.kt
F_DEAD	CausalFeedbackAuthority6715	cohortLoserAdvisoryForBand	engine/truth/CausalFeedbackAuthority6715.kt
F_DEAD	CircuitBreakerState	wipeBytes	engine/SecurityGuard.kt
F_DEAD	ClassificationProvenanceGuard6450	qualifyBluechip	engine/truth/ClassificationProvenanceGuard6450.kt
F_DEAD	CloseLease	inBackoff	engine/sell/CloseLease.kt
F_DEAD	CloseLease	msUntilEligible	engine/sell/CloseLease.kt
F_DEAD	CloseLease	scheduleBackoff	engine/sell/CloseLease.kt
F_DEAD	CloseOutcomeLabelSanitizer	isDirtyForTraining	engine/CloseOutcomeLabelSanitizer.kt
F_DEAD	CloudLearningSync	blendWeights	engine/CloudLearningSync.kt
F_DEAD	CloudLearningSync	getCommunityStats	engine/CloudLearningSync.kt
F_DEAD	CloudLearningSync	isOptedIn	engine/CloudLearningSync.kt
F_DEAD	CloudLearningSync	isUsingCommunityWeights	engine/CloudLearningSync.kt
F_DEAD	CloudLearningSync	setOptIn	engine/CloudLearningSync.kt
F_DEAD	CloudLearningSync	setUseCommunityWeights	engine/CloudLearningSync.kt
F_DEAD	CoachingCurriculum	activeLessons	engine/CoachingCurriculum.kt
F_DEAD	CognitiveAdvisoryBridge6398	postLlm	engine/truth/CognitiveAdvisoryBridge6398.kt
F_DEAD	CognitiveAdvisoryBridge6398	postSsi	engine/truth/CognitiveAdvisoryBridge6398.kt
F_DEAD	CognitiveAdvisoryBridge6398	postSuperAgi	engine/truth/CognitiveAdvisoryBridge6398.kt
F_DEAD	CoinGeckoTrending	getTrending	network/CoinGeckoTrending.kt
F_DEAD	CoinGeckoTrending	getTrendingRank	network/CoinGeckoTrending.kt
F_DEAD	ColdStartPriors	coldStartLiquidityFloor	engine/ColdStartPriors.kt
F_DEAD	ColdStartPriors	isColdStart	engine/ColdStartPriors.kt
F_DEAD	ColdStreakDamper	currentLossStreak	engine/runtime/ColdStreakDamper.kt
F_DEAD	ColdStreakDamper	currentWinStreak	engine/runtime/ColdStreakDamper.kt
F_DEAD	ColdStreakDamper	gateNormalEntry	engine/runtime/ColdStreakDamper.kt
F_DEAD	ColdStreakDamper	recordCall	engine/runtime/ColdStreakDamper.kt
F_DEAD	ColdStreakDamper	shouldCall	engine/runtime/ColdStreakDamper.kt
F_DEAD	CollectiveAnalytics	clearForTesting	engine/CollectiveAnalytics.kt
F_DEAD	CollectiveAnalytics	recordModeSyncUpload	engine/CollectiveAnalytics.kt
F_DEAD	CollectiveBrainActivity	setTradeCount	ui/CollectiveBrainActivity.kt
F_DEAD	CollectiveIntelligenceAI	aggregateModePerformance	v3/scoring/CollectiveIntelligenceAI.kt
F_DEAD	CollectiveIntelligenceAI	getEndpointHealthRecords	v3/scoring/CollectiveIntelligenceAI.kt
F_DEAD	CollectiveIntelligenceAI	getMintMemory	v3/scoring/CollectiveIntelligenceAI.kt
F_DEAD	CollectiveLearning	downloadAll	collective/CollectiveLearning.kt
F_DEAD	CollectiveLearning	getActiveUsersCount	collective/CollectiveLearning.kt
F_DEAD	CollectiveLearning	getCollectiveTradeCount	collective/CollectiveLearning.kt
F_DEAD	CollectiveLearning	getLegalAgreementCount	collective/CollectiveLearning.kt
F_DEAD	CollectiveLearning	getWhaleEffectiveness	collective/CollectiveLearning.kt
F_DEAD	CollectiveLearning	uploadModePerformance	collective/CollectiveLearning.kt
F_DEAD	CommoditiesStrategy	seasonalBias	perps/strategy/CommoditiesStrategy.kt
F_DEAD	CommonSenseTradePlaybook	allowShaped	engine/CommonSenseTradePlaybook.kt
F_DEAD	CommonSenseTradePlaybook	warmAsync	engine/CommonSenseTradePlaybook.kt
F_DEAD	CompoundGrowthMentality	agiBias	engine/CompoundGrowthMentality.kt
F_DEAD	ConfidenceBreakdown	getStarvationRelief	v3/decision/DecisionEngine.kt
F_DEAD	ConfidenceBreakdown	recordExecute	v3/decision/DecisionEngine.kt
F_DEAD	ConfidenceBreakdown	recordNonExecute	v3/decision/DecisionEngine.kt
F_DEAD	ConservationInvariants6387	checkBasis	engine/truth/ConservationInvariants6387.kt
F_DEAD	ConservationInvariants6387	checkQuantity	engine/truth/ConservationInvariants6387.kt
F_DEAD	CopyTradeEngine	addWallet	engine/CopyTradeEngine.kt
F_DEAD	CopyTradeEngine	discoverTopWallets	engine/CopyTradeEngine.kt
F_DEAD	CorrelationScanner	analyzeCorrelationPair	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	calculateCorrelation	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	checkChinaCorrelation	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	checkGoldMinersCorrelation	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	checkSilverMinersCorrelation	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	getCorrelationStrength	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	getDataPointCounts	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	hasEnoughData	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	recordPrices	perps/CorrelationScanner.kt
F_DEAD	CorrelationScanner	scanAllCorrelations	perps/CorrelationScanner.kt
F_DEAD	CounterParityLedger6399	fdgCount	engine/truth/CounterParityLedger6399.kt
F_DEAD	CounterParityLedger6399	fdgTotal	engine/truth/CounterParityLedger6399.kt
F_DEAD	CounterfactualReplayEngine	bestMissedAlternatives	engine/CounterfactualReplayEngine.kt
F_DEAD	CrossAssetUniverseDiagnostic6727	recordAdvance	engine/truth/CrossAssetUniverseDiagnostic6727.kt
F_DEAD	CrossAssetUniverseDiagnostic6727	recordCandidate	engine/truth/CrossAssetUniverseDiagnostic6727.kt
F_DEAD	CrossAssetUniverseDiagnostic6727	recordStart	engine/truth/CrossAssetUniverseDiagnostic6727.kt
F_DEAD	CrossMarketRegimeAI	getCapitalBias	v4/meta/CrossMarketRegimeAI.kt
F_DEAD	CrossMarketRegimeAI	getRegimeFitMultiplier	v4/meta/CrossMarketRegimeAI.kt
F_DEAD	CrossMarketRegimeAI	lastAssessAgeMs	v4/meta/CrossMarketRegimeAI.kt
F_DEAD	CrossMarketRegimeAI	trackedMarketCount	v4/meta/CrossMarketRegimeAI.kt
F_DEAD	CryptoAltActivity	setCandles	ui/CryptoAltActivity.kt
F_DEAD	CryptoAltActivity	setSimpleLine	ui/CryptoAltActivity.kt
